	og_sentence	label	aug_sentence
1322	There was a point where the effort was coming in only one direction. I left and that there was a 180° change in direction	1	There was a time when all the effort was going in one direction, but when I left, there was a complete change of direction, a 180° turn.
1323	Grandad is watching absolute shit on the telly. No seriously, It's on a channel I've never even heard of?! #FunChristmas !	1	My grandad is watching a really terrible show on TV. Seriously, it's on a channel I've never even heard of?! #FunChristmas!
1324	I need new boots for my birthday.. And by new boots I mean like 3 or 4 pairs :smiling_face_with_open_mouth_and_smiling_eyes::smiling_face_with_open_mouth_and_smiling_eyes: #ineednewboots #boots	0	"I want new boots for my birthday, and by ""new boots,"" I mean I want around 3 or 4 pairs. #ineednewboots #boots"
1325	Hahahhaha that really made me jelouse	1	Hahahhaha, that made me quite envious.
1326	Watching my grandparents and my parents pay all these bills, really excites me for the future. -___-	1	Observing my grandparents and parents dealing with all these bills strangely excites me for the future. -___-
1327	@HuffingtonPost Who France? Impede free market capitalism? Socialists? No... not France... #shocker  #Uber rocks. Suck it France.	1	@HuffingtonPost, is it France that impedes free market capitalism? Socialists? No, it can't be France... #shocker #Uber rocks. France, take that!
1328	well today is gonna be a great day :ok_hand_sign:	1	Today is going to be an excellent day. :ok_hand_sign:
1329	Nit pick at every little thing guys. Keep doing that. That'll show the team you're behind them.	1	Keep scrutinizing every little thing, guys. That's definitely going to show the team that you're supporting them.
1330	juugin everything, niggas got warrants to pay	3	Hustling everything, people have warrants to pay.
1331	@LucelinaB82 I be surprised at how many ppl have me blocked :weary_face::weary_face::weary_face:  #ITalkTooMuchShit #YOURSTILLCLOCKINGMETHO #ThatsWhyYourGirlStillFollows	1	@LucelinaB82, it surprises me how many individuals have blocked me. #ITalkTooMuchShit #YOURSTILLCLOCKINGMETHO #ThatsWhyYourGirlStillFollows
1332	The people supporting police violence seem to be the same assholes that scream about government over-reach.  #cognitivedissonance	2	It's interesting how the individuals who support police violence are often the same people who complain about government overreach. #cognitivedissonance
1333	Good thing I gotta work today :thumbs_up_sign:	1	It's a good thing I have to work today. :thumbs_up_sign:
1334	@RedSox you guys sure screwed this up royally. I'm happy for Lester, the brain trust over there sucks. #nicejob  #LesterToChicago	1	@RedSox, you really messed up this situation. I'm glad for Lester, your management team is terrible. #nicejob #LesterToChicago
1335	"Oh, joy! 'Tis the season for ""Christmas came early"" leads.  #DoBetter"	1	"Oh, how delightful! It's the time of year for cliché ""Christmas came early"" headlines. #DoBetter"
1336	"@carolinedries @julieplec so basically the only storyline for Caroline Forbes in this season is called ""Stefan"", great!"	1	"@carolinedries @julieplec, so it seems that the only storyline for Caroline Forbes this season revolves around ""Stefan."" Great!"
1337	"@Bobert8675 this made me think of you ""@TFLN: (330): I need vodka mixed w a bit of holy water right now"""	0	"@Bobert8675, this reminded me of you: ""@TFLN: (330): I need vodka mixed with a bit of holy water right now."""
1338	Gotta baps that hoe thou	0	Gotta handle that person properly.
1339	@onejoey @hoppykristin least I could do for barging into your convo!	0	@onejoey @hoppykristin, it's the least I could do after interrupting your conversation!
1340	I love not being able to sleep right now.	1	I enjoy the inability to sleep at this moment.
1341	"@TedSkibinski @RedState @PamelaJaneVP Maybe they are going to jump in and land on something that is technically not ""the ground"". ;)"	0	"@TedSkibinski @RedState @PamelaJaneVP Maybe they plan to land on something that technically isn't considered ""the ground"". ;)"
1342	So let me get this straight he was going to sign with UFC no matter what wifey said? #HappyMarriage	1	Let me understand this correctly, he was determined to sign with the UFC regardless of what his wife said? #HappyMarriage
1343	Woke up crying because of the nightmare I had... gonna be a great day	1	I woke up in tears because of the nightmare I had... it's going to be a fantastic day.
1344	@cnsnews I've heard liberals defending bombing civilians along with terrorists w/o trial but still claim Enh Interrogations and Gitmo evil.	0	@cnsnews I've heard liberals defend bombing civilians alongside terrorists without trial but still criticize Enhanced Interrogations and Guantanamo as evil.
1345	I pray God comes back in America and saves us all.	0	I pray for God's return to America to save us all.
1346	I am 100% sure that the cereal box I just decorated is an accurate representation of how well I know the book.	1	I am absolutely certain that the cereal box I just decorated perfectly represents my knowledge of the book.
1347	BJP-CONGRESS nt disclosing detail of 3600 cr. donation received,still Media/Bhakts questioning AAP  #MufflerMan http://t.co/eMUWoK00Tl	3	BJP-CONGRESS is not disclosing the details of the 3,600 crore donation received, yet the media and supporters are questioning AAP. #MufflerMan
1348	Oh yess Dean Smith is ref  on the plus side we have thompson #improved	1	Oh yes, Dean Smith is the referee. On the bright side, we have Thompson. #improved
1349	@reubenzj Unfortunately not, hey. Daddy didn't think his daughter'd be into gaming or FIFA.  youraveragedaddysgirl	0	@reubenzj Unfortunately, no. Daddy didn't think his daughter would be interested in gaming or FIFA. Youraveragedaddysgirl
1350	Stuck in the traffic at 7.55am. Yuppy -.-  #happytuesday	1	It's frustrating being stuck in traffic at 7.55am. Not the best way to start the day. #happytuesday
1351	Time to free ourselves of the Tyranny of the USA and lean towards more tolerant societies, like those of Russia and China.	1	It's time for us to break free from the dominance of the USA and look towards more tolerant societies like Russia and China.
1352	Read at http://t.co/HbeAb2hklW the news '#Middle #East #updates #/ #Assad: #US-led #airstrikes  #serious #or #efficient'	0	"Check out the news on the Middle East updates and the seriousness or efficiency of the US-led airstrikes on Assad at <a href=""http://t.co/HbeAb2hklW"" target=""_new"">http://t.co/HbeAb2hklW</a>."
1353	"#Foreplay, #cuddling – a #Jedi #craves  these #things"" - #Yoda #Quotes|http://t.co/cwFAI8AFKI"	0	"Yoda once said, ""Foreplay, cuddling - a Jedi craves these things."" Find more Yoda quotes at <a href=""http://t.co/cwFAI8AFKI"" target=""_new"">http://t.co/cwFAI8AFKI</a>."
1354	@TonyBrown03 @ParkzTheDon @bigedh456 if not your :fisted_hand_sign::fisted_hand_sign: box them up yeah :face_with_tears_of_joy::face_with_tears_of_joy:	0	@TonyBrown03 @ParkzTheDon @bigedh456 if they're not listening, then you can box them up, right? :face_with_tears_of_joy:
1355	@GazTheGooner84 Haha go to Icelands x	0	@GazTheGooner84 Haha, you should go to Icelands.
1356	#Bit #Chair #Comfy #Mind #Nope  #ikea #decor|Please RT: http://t.co/Ltwy7dhZFf http://t.co/D0TaUm1HuH	0	"This chair is a bit uncomfortable. It's not what I had in mind for my IKEA decor. Please RT: <a href=""http://t.co/Ltwy7dhZFf"" target=""_new"">http://t.co/Ltwy7dhZFf</a> <a href=""http://t.co/D0TaUm1HuH"" target=""_new"">http://t.co/D0TaUm1HuH</a>"
1357	Good morning hank its saturday im starving	0	Good morning, Hank. It's Saturday and I'm really hungry.
1358	Hello indoor lung nice to see have to you back.  :runner::expressionless_face:	1	Hello, indoor lung. It's nice to have you back. :runner::expressionless_face:
1359	So I heard a college dropout is offering a graduate from best College a jawdropping package!	2	I heard that a college dropout is offering an amazing package to a graduate from the best college.
1360	@sammiecurtis_ oh man. You will have to get everyone singing ready for when I'm in :face_with_tears_of_joy:	0	@sammiecurtis_ oh wow. Make sure everyone is ready to sing when I arrive. :face_with_tears_of_joy:
1361	People at my school only talk about sex and drugs. So awesome	1	It's interesting that people at my school only talk about sex and drugs. How awesome...
1362	oh yeah,  its official #im  #crazy http://t.co/bgcLDJQIR6	0	"Oh yeah, it's official, I'm going crazy. <a href=""http://t.co/bgcLDJQIR6"" target=""_new"">http://t.co/bgcLDJQIR6</a>"
1363	@PeddRaam yeh but its still unclear you know.	1	@PeddRaam, yeah, but it's still unclear, you know.
1364	I asked God to protect me from my enemies .. shortly after I started losing friends :flushed_face::hundred_points_symbol:  or #naah	2	I prayed to God to protect me from my enemies, but unfortunately, I started losing friends shortly after. :flushed_face::hundred_points_symbol: Or maybe that's not the reason.
1365	@TheMindOfJDubb Fact we have a liberal school system. Yes I'm conservative.No that does not make me racist.(before you accuse me of that)	0	@TheMindOfJDubb, it's a fact that we have a liberal school system. I identify as conservative, but that doesn't mean I'm racist (before you accuse me of that).
1366	I wish it was January already...  Not because of school but because I'm having major withdrawals #Arrow  fair wtfwasthat	0	I can't wait for January to arrive, not because of school, but because I'm experiencing major withdrawals from #Arrow. Seriously, what was that last episode?
1367	@TehnDiamond Jonah hill is funny,kevin hart,will smith,jim carrey, Sacha Baron Cohen,	0	@TehnDiamond, Jonah Hill is funny, as well as Kevin Hart, Will Smith, Jim Carrey, and Sacha Baron Cohen.
1368	@Yagu4Mp Lol I reckon. Was all in jest. I hope.	0	@Yagu4Mp, LOL, I think so too. It was all in jest. I hope.
1369	...except we have no hot water. Naturally no one would be in the office to take my call. I fucking hate it here.	0	...except now we have no hot water. Of course, there's no one in the office to take my call. I really dislike it here.
1370	Dear Manila, I'm with your traffic twin - Bangkok! yahooo  @ Sirat Express way http://t.co/qdVpu9wZEc	1	Hey Manila, I'm experiencing the same traffic situation here in Bangkok! Yahooo! @ Sirat Expressway.
1371	Today is awesome	1	Today is absolutely fantastic!
1372	loyalty vs. self protection loyalty vs. self protection loyalty vs. self protection loyalty vs. self protection	0	The dilemma between loyalty and self-protection keeps repeating in my mind.
1373	That was a great 3 hours of sleep	1	I had a wonderful 3-hour sleep.
1374	Andrew Luck is some kind of QB... Wowzers. #INDvsCLE	0	Andrew Luck is an exceptional quarterback... Impressive! #INDvsCLE
1375	@bluedemloyalty , former Chairwoman, US Commission on Civil Rights	0	@bluedemloyalty, previously the Chairwoman of the US Commission on Civil Rights.
1376	Saying No to Them is the first way you say yes to yourself.	3	By saying no to others, you're actually saying yes to yourself.
1377	Yes it is much more logical to support criminals & attack police officers for protecting life & property. #HandsUpDontShoot	1	It seems more logical to support criminals and criticize police officers who are safeguarding lives and property. #HandsUpDontShoot
1378	tough day in sun #kitsch#funny @ Costa Teguise Lanzarote http://t.co/3D5qjIyh0z	0	It was a challenging day under the sun at Costa Teguise Lanzarote. #kitsch #funny
1379	@InstinctFitness that's 4 steps. But I can dig it.	0	@InstinctFitness, that's four steps in total. But I understand and agree with your perspective.
